med_id,medicine_name,type,months_to_expiry,unit_cost
D73Y993328,Chairvir,MuscleRelaxant,12,75
A33X159164,Withinstatin,Antifungal,12,200
Z92Z94227,Difficultcillin,Antidepressant,12,150
N42R784217,Clearstatin,Antidepressant,12,300
B51O151687,Thisxone,Antifungal,12,120
M35T378413,Eightvir,Antihistamine,12,300
Z86P529194,Trainingstatin,Antibiotic,12,650
D17Y482090,Piecezepam,Anticoagulant,12,350
Q82M307006,Candidatein,Analgesic,12,65
R74F520583,Endzepam,Antihypertensive,12,500
L5I944476,Professorol,Diuretic,12,70
Z70O838893,Newxone,Cardiovascular,12,100
Q53B195697,Sincecillin,Antihypertensive,12,150
I22D867926,Stuffxone,Cardiovascular,12,50
U13H706953,Yourselfin,Vitamin,12,550
Q50A964916,Quitestatin,Antihistamine,12,70
F81Y900854,Indicatezepam,Steroid,12,115
J70X655513,Naturein,Cardiovascular,12,100
R39L48228,Considerin,Anticoagulant,12,450
T53V136497,Waitxone,Analgesic,12,125
G64Q605196,Sportvir,MuscleRelaxant,12,60
T39T113017,Happenol,Diuretic,12,80
Y9F957481,Providestatin,Analgesic,12,300
G85M251459,Keystatin,Analgesic,12,550
W46A410959,Officialxone,Antiviral,12,300
L69D822003,Herein,Vitamin,12,400
V78A506411,Materialol,Antihypertensive,12,200
W7V599237,Bornol,Antihistamine,12,115
F33V802471,Restcillin,Antipyretic,12,300
A47R273932,Winol,Antihistamine,12,85
D82K36995,Noteol,Antibiotic,12,300
V35S41240,Entervir,Antiviral,12,300
A0K225245,Accountol,Cardiovascular,12,300
Q78S285536,Thatvir,Diuretic,12,250
M50O311621,Truein,Antipyretic,12,55
U69H129506,Askzepam,Cardiovascular,12,650
F82Y667793,Improvecillin,Anticoagulant,12,110
G18L694320,Localol,Anticonvulsant,12,600
E46S404220,Handxone,Diuretic,12,90
L60B265442,Hundredvir,Antiviral,12,100
O87T870148,Mayzepam,Antihypertensive,12,600
M75V68350,Windstatin,Antidepressant,12,95
S31X675349,Hitstatin,MuscleRelaxant,12,300
Y88V183333,Stylezepam,Anticonvulsant,12,150
G39H39836,Restol,Respiratory,12,200
E22X926998,Toostatin,Antiviral,12,250
O57T168753,Lawyercillin,Diuretic,12,75
F84P607034,Commercialxone,Antipyretic,12,45
T19N870982,Anythingin,Respiratory,12,120
B32S145792,Usxone,Anticonvulsant,12,250
Y12E95195,Almostvir,Steroid,12,550
R38C972150,Freecillin,Vaccine,12,50
X66Q739564,Populationvir,Antifungal,12,250
H79A400092,Billionol,Anti-inflammatory,12,500
C97E874022,Tryxone,Antipyretic,12,140
C6G236303,Materialcillin,Anticonvulsant,12,80
L70M329837,Supportstatin,Antiviral,12,90
T87A682662,Tvvir,Antipsychotic,12,50
H54K81974,Officialol,Anticoagulant,12,400
W93K217978,Involvecillin,Antihistamine,12,45
C83T877716,Playerol,Antidepressant,12,115
E22E334777,Existxone,Antifungal,12,250
H24J667625,Gardenstatin,Anti-inflammatory,12,120
S49B590580,Propertyvir,Analgesic,12,105
M18F48426,Reststatin,Antipyretic,12,300
N65S247034,Sharevir,MuscleRelaxant,12,650
R15X717298,Buyvir,Antipyretic,12,250
Z92X956927,Alreadyxone,Antibiotic,12,450
R98C423409,Keepin,Antihistamine,12,50
S85Z861934,Majorxone,Antihypertensive,12,300
C71H148748,Containstatin,Antihistamine,12,75
Z19C23390,Viewxone,Cardiovascular,12,250
X28A382936,Subjectxone,Respiratory,12,200
U49T771605,Housezepam,Antihistamine,12,115
T14V757793,Allowxone,MuscleRelaxant,12,70
U66L193395,Outol,Antihistamine,12,600
V87C289275,Rockzepam,Anti-inflammatory,12,100
B76O149317,Degreestatin,Antipsychotic,12,300
T79X741281,Largeol,Respiratory,12,650
U90O229723,Floorzepam,Anti-inflammatory,12,650
W78W294005,Behaviorxone,Antifungal,12,85
T51O337762,Expertstatin,Antipyretic,12,55
X48A21572,Arguevir,Antifungal,12,80
R91Z952542,Maybein,Antipsychotic,12,200
E42V78543,Energyvir,Steroid,12,450
W92L30880,Littlevir,Cardiovascular,12,80
E79L359079,Laterzepam,Diuretic,12,250
R61E613630,Churchstatin,Antihypertensive,12,95
L70A219153,Newzepam,Antipsychotic,12,115
S20Y231590,Resultcillin,Cardiovascular,12,550
C0F660621,Attorneyin,Analgesic,12,75
B17U438538,Evidenceol,Antihistamine,12,100
G61Q28787,Morezepam,Antihistamine,12,200
W94U37091,Callcillin,Antipsychotic,12,55
M1S52591,Lastvir,Antidepressant,12,80
V96B150936,Collegecillin,Immunosuppressant,12,450
E22A510041,Yearzepam,Vitamin,12,500
S21W958292,Actcillin,Diuretic,12,300
K94K305521,Avoidvir,Anticonvulsant,12,150
G35M63825,Orvir,Respiratory,12,70
O33S33934,Lotvir,Diuretic,12,50
J98N378977,Rathervir,Diuretic,12,500
A70L817888,Bloodcillin,Antipsychotic,12,400
L54C333705,Staffol,Antihistamine,12,200
M55H420837,Finallycillin,Antifungal,12,105
N46M78513,Allin,Antihistamine,12,105
O68U913577,Doctorcillin,Anticoagulant,12,650
C17U967442,Populationzepam,Antibiotic,12,145
L53A472261,Candidatecillin,Anticonvulsant,12,50
W16X137917,Starstatin,Diuretic,12,105
M18U912690,Nextzepam,Antipyretic,12,350
B48V112668,Enjoyzepam,Antiviral,12,110
W19K338275,Picturein,Steroid,12,550
N55H718008,Stopcillin,Cardiovascular,12,600
T54H637072,Decidevir,Analgesic,12,450
J51Y84502,Tenxone,Antipyretic,12,650
L85G485851,Policeol,Anticoagulant,12,550
A63Y92388,Propertyol,Anti-inflammatory,12,350
R12O164702,Bringstatin,Respiratory,12,70
L70L567451,Hopezepam,Steroid,12,65
E73B943747,Scientistcillin,Vitamin,12,200
Q9H218841,Guessin,Diuretic,12,450
U38M520614,Oftenin,Antidepressant,12,50
G65Q7557,Linevir,Antipsychotic,12,400
H84N283586,Sisterin,Respiratory,12,60
E87Z848440,Modernstatin,MuscleRelaxant,12,115
Z80M776528,Singleol,Anti-inflammatory,12,100
Q5C625805,Americanol,Antihistamine,12,200
I64R765011,Suggestol,Antipsychotic,12,140
E22Y651047,Learnol,Antipyretic,12,80
P99J354898,Militarystatin,Analgesic,12,70
I77Q32065,Wellol,Steroid,12,450
U45J408416,Differencezepam,Antihistamine,12,90
D8P709541,Financialcillin,Analgesic,12,650
F78J70676,Truthin,Antiviral,12,115
G88S177922,Bedxone,Vaccine,12,600
J62Y812175,Coursezepam,Respiratory,12,110
H53M889160,Programxone,Anticoagulant,12,650
I60N137932,Latercillin,Antihistamine,12,65
R10Y888329,Describexone,Antidepressant,12,300
Z7J366936,Sitecillin,MuscleRelaxant,12,150
O61M899932,Rangestatin,Vaccine,12,650
I31P570001,Considerxone,Antihypertensive,12,50
U38M371104,Generalol,Antifungal,12,80
K19X338106,Stuffstatin,Antipyretic,12,550
Z61W765771,Commoncillin,Diuretic,12,600
O21H385951,Plantxone,Cardiovascular,12,65
N97Y732655,Occurxone,Vitamin,12,85
I17K768631,Overin,Analgesic,12,110
Q89E655499,Waterol,MuscleRelaxant,12,400
D92O297206,Onecillin,Diuretic,12,65
D92K728804,Allcillin,Antifungal,12,95
L0H223998,Figurexone,Antipsychotic,12,150
F38E972501,Agencystatin,Vitamin,12,200
N40J694948,Outsidezepam,Antiviral,12,350
G70Z115242,Changezepam,Anticoagulant,12,110
C42C159959,Statementin,Anticoagulant,12,105
N59M29018,Positionxone,Analgesic,12,300
W13P327741,Formcillin,Steroid,12,200
W61Y353629,Possiblecillin,Vaccine,12,90
W75F314624,Listenzepam,Respiratory,12,80
Q17O384722,Redin,Antibiotic,12,450
I39U23726,Populationvir,MuscleRelaxant,12,50
G37H283423,Parentzepam,Respiratory,12,100
A28M568625,Admitzepam,Diuretic,12,60
J19Q184513,Verystatin,Steroid,12,120
L25E631577,Seemvir,Antihypertensive,12,400
Z39G177213,Sooncillin,Anticoagulant,12,95
W52B952993,Warin,Cardiovascular,12,600
N0S503258,Businesszepam,Antipyretic,12,550
M54W923608,Latestatin,Antibiotic,12,85
O8C874864,Piececillin,Vaccine,12,150
R94Z674969,Aboutxone,Steroid,12,300
R58A562863,Sendin,Antihypertensive,12,110
I55U195122,Includingin,Anticoagulant,12,50
I52Q473249,Lawyerin,Antihypertensive,12,400
Y99P638517,Soldiercillin,Cardiovascular,12,60
I61J709373,Capitalcillin,MuscleRelaxant,12,60
O44V588132,Avoidin,Antipyretic,12,350
O27H147844,Bagol,Antidepressant,12,85
A72V956030,Parentstatin,Steroid,12,400
L3Q424221,Freezepam,Anticonvulsant,12,300
F7F413769,Canol,Respiratory,12,200
G78Z664138,Lawol,Antidepressant,12,80
V63A413713,Providexone,Antiviral,12,100
U45Y989984,Mainzepam,Antibiotic,12,450
D69P843080,Eitherxone,Antipsychotic,12,650
E6O492080,Respondol,Respiratory,12,400
G67C961533,Freexone,Antipsychotic,12,85
V92J49118,Workerol,Diuretic,12,100
Z34V624399,Lookstatin,Diuretic,12,550
W83O813973,Fewin,Immunosuppressant,12,100
M72A527497,Worldcillin,Diuretic,12,450
M35I47285,Planol,Anti-inflammatory,12,130
S53I716748,Yesin,Vitamin,12,85
I64Q578532,Termxone,Diuretic,12,400
O87H722600,Theyin,Antibiotic,12,250
D45U614683,Checkxone,Cardiovascular,12,600
C35G743270,Herxone,Analgesic,12,650
D7T470382,Impactxone,Antidepressant,12,300
I47R185685,Resourcecillin,Antihypertensive,12,130
Z57C944530,Buyin,Antihistamine,12,450
V74A455504,Momentzepam,Cardiovascular,12,400
R19O288342,Sometimesol,Anticoagulant,12,350
C52N563691,Pushvir,Analgesic,12,90
Y22I902446,Strategycillin,Diuretic,12,55
O81O784981,Wordxone,Antifungal,12,550
Y78H591472,Onin,Anticonvulsant,12,400
R41Z329709,Othercillin,Steroid,12,150
E16D309177,Hein,Antidepressant,12,60
Q82D945116,Revealxone,Steroid,12,450
E51Z164683,Militaryin,Anticoagulant,12,500
D57M787846,Popularcillin,Steroid,12,650
A10Z336392,Propertyvir,Antihistamine,12,550
M6N933577,Airvir,Antifungal,12,300
P74O153463,Betterxone,Antipsychotic,12,250
W94R199388,Nearstatin,Antihistamine,12,70
K47N766954,Industryxone,Steroid,12,70
I49A257510,Kidol,Steroid,12,150
T10H300040,Stuffvir,Anticoagulant,12,550
U0M320132,Kitchenvir,Antidepressant,12,350
Q10T35212,Butstatin,Antiviral,12,300
B9C717506,Resourcexone,Cardiovascular,12,400
Q19V318244,Mindvir,MuscleRelaxant,12,55
V13S247034,Fishvir,Anti-inflammatory,12,115
X91Y31623,Offerxone,Analgesic,12,200
V19G862895,Classxone,Antipyretic,12,150
U10P601581,Sciencecillin,Antihypertensive,12,60
F49E920397,Determinezepam,MuscleRelaxant,12,75
H40C333451,Forwardcillin,Anticonvulsant,12,550
Q76S467923,Readxone,Antibiotic,12,500
I49J878541,Writeol,Antifungal,12,300
A39O103843,Thanvir,Antipyretic,12,200
R70K973187,Cellzepam,Respiratory,12,450
K7E766111,Suchin,Vaccine,12,150
T11W456152,Whilezepam,MuscleRelaxant,12,650
J87J569058,Teachol,Anticonvulsant,12,300
T92Z112355,Casecillin,Analgesic,12,85
R23R731173,Fathercillin,Steroid,12,150
K84J168037,Anyxone,Immunosuppressant,12,145
Q89B350469,Tonightxone,Analgesic,12,200
W13Z700667,Putvir,Vaccine,12,300
T3L60709,Productioncillin,Respiratory,12,60
Q93T71683,Offcillin,Vitamin,12,500
W56Y273046,Soundstatin,Antipsychotic,12,50
M68H795502,Mainvir,Cardiovascular,12,300
K86J572622,Betweenol,Antidepressant,12,105
F55R443075,Seriousvir,Antihistamine,12,300
L17N968936,Managementol,Anticonvulsant,12,100
X29C218751,Todayol,Immunosuppressant,12,200
G77P999448,Professionalvir,Vaccine,12,650
Z60H191819,Kidin,Antihistamine,12,90
A86B506893,Measurezepam,Immunosuppressant,12,80
S12A295169,Firmvir,Anticonvulsant,12,250
U74U560679,Reachzepam,Anticonvulsant,12,200
W1W645592,Eyeol,Vitamin,12,400
S60Z658154,Dinnerol,Vitamin,12,500
Q9B155108,Billol,Antipyretic,12,95
K27Q735902,Waitvir,Steroid,12,85
F61T167892,Formvir,Antipsychotic,12,110
N48I963208,Southerncillin,Antihistamine,12,110
S90P594713,Patternstatin,Anticoagulant,12,110
R91L254334,Intoxone,Antipyretic,12,350
C83U507719,Typexone,Antihistamine,12,350
T19O359345,Leadol,Analgesic,12,60
Z74M359434,Linevir,Antibiotic,12,300
O91U619606,Financialzepam,Anticoagulant,12,300
W86U371251,Fromvir,Anti-inflammatory,12,115
T15C77921,Restzepam,Anticonvulsant,12,95
R97T811499,Severalin,Analgesic,12,100
Y46X87148,Likein,Anticoagulant,12,200
H61N746408,Certainlyol,Antiviral,12,650
U17Y322961,Herevir,Antiviral,12,500
W12E692756,Muchxone,Anticoagulant,12,100
Q51E797982,Withinvir,Vitamin,12,450
Y42U821395,Fivecillin,Analgesic,12,300
T55X689612,Communityxone,Immunosuppressant,12,650
A78R750492,Towardstatin,Steroid,12,550
U19A95733,Processcillin,Anti-inflammatory,12,150
N44Y583076,Societyin,Steroid,12,110
J28Z102806,Newsvir,Antibiotic,12,60
A44Q589936,Marketvir,Antidepressant,12,75
U50Q946925,Icillin,Diuretic,12,95
B53W279392,Darkin,Steroid,12,80
R42W652029,Fatherstatin,Antidepressant,12,80
E49M102388,Memberzepam,Vaccine,12,65
F27B819637,Reallyvir,Respiratory,12,115
N25P381400,Wifeol,Vaccine,12,70
J87B122062,Offerzepam,Immunosuppressant,12,650
N61X770822,Seatstatin,Respiratory,12,90
I56V551036,Justzepam,Anticonvulsant,12,120
V21B11114,Optionxone,Antidepressant,12,115
X32K839015,Treexone,Immunosuppressant,12,200
D29P671496,Whoin,Antiviral,12,650
G82E550729,Getin,Vitamin,12,100
Q4L924294,Leastol,Antibiotic,12,110
M14Q526197,Similarcillin,Antipsychotic,12,300
P94L974550,Importantstatin,Vitamin,12,150
X53S421106,Affectzepam,Anticoagulant,12,80
A64Z111658,Considerzepam,Anticoagulant,12,350
X38R988186,Degreexone,Vaccine,12,350
A53M310406,Somein,Antihistamine,12,120
Z56B927141,Pricecillin,Steroid,12,80
G54N752096,Historyzepam,Antipsychotic,12,300
B6U373892,Thousandol,Cardiovascular,12,300
C40U867687,Goalcillin,Cardiovascular,12,120
N98B500119,Littlexone,Antifungal,12,105
W28O913400,Howevervir,Respiratory,12,120
I38S347601,Likein,Steroid,12,300
M2J698762,Centurycillin,Analgesic,12,550
M91F773345,Importantzepam,Vitamin,12,500
A87E682854,Weekcillin,Antipsychotic,12,300
G29X983833,Theirzepam,Antidepressant,12,300
C58O964331,Aboveol,Antiviral,12,300
T91A592880,Threecillin,Anticoagulant,12,500
C61C317632,Themselveszepam,Antifungal,12,50
X99R684145,Evervir,Cardiovascular,12,250
O62D97291,Singcillin,Anticoagulant,12,400
N11V867162,Couplestatin,Vaccine,12,200
T69X970623,Fearstatin,Cardiovascular,12,75
F17B492740,Requirevir,Antidepressant,12,100
G69J687133,Longvir,Antihypertensive,12,150
F21M470316,Positiveol,Antipyretic,12,300
I27P801265,Courtstatin,Steroid,12,400
Q8R477101,Termstatin,Cardiovascular,12,90
X68Z10134,Couldcillin,Anticonvulsant,12,55
L49I916123,Protectin,Anticoagulant,12,70
W21H774644,Thirdol,Antihistamine,12,250
P24O113104,Seekstatin,Anticoagulant,12,550
C9N823918,Minutezepam,Antihistamine,12,60
V83M75670,Althoughzepam,Antifungal,12,85
R4W479646,Involvecillin,Antiviral,12,250
Y11T161389,Powercillin,Cardiovascular,12,120
T48Q557937,Makein,Respiratory,12,350
H22I95776,Revealin,Immunosuppressant,12,90
Z33Q610208,Gaszepam,Vitamin,12,110
R42S42413,Eightin,Antihistamine,12,85
Q69H847207,Speakxone,Antiviral,12,55
M0B789888,Stepvir,Anti-inflammatory,12,105
B0P327179,Eastol,Antipyretic,12,250
H25A605547,Losecillin,Cardiovascular,12,550
M66F24756,Againzepam,Antibiotic,12,150
J53G110254,Centuryol,Analgesic,12,80
P70H622670,Helpin,Antiviral,12,95
D90V48192,Surfacevir,Steroid,12,110
K94P9775,Behindxone,Anticoagulant,12,120
B66U315874,Rolecillin,Immunosuppressant,12,65
M54R85,Stylestatin,Steroid,12,70
O6V665922,Choosexone,Vaccine,12,300
S83H216321,Knowol,Anticonvulsant,12,90
S60J884643,Holdzepam,Anti-inflammatory,12,60
D56X583846,Heol,Respiratory,12,45
J88T65927,Specificol,Anticonvulsant,12,350
T73L475550,Discussionzepam,Antibiotic,12,60
G72G817939,Forcevir,Respiratory,12,90
U9J541276,Nightol,Anti-inflammatory,12,150
M99U982487,Shexone,Antifungal,12,110
E85L185000,Itselfstatin,Antihistamine,12,150
O39K615492,Secondstatin,Analgesic,12,105
G77P729313,Kindin,Antipyretic,12,60
K98I724615,Lowstatin,Anti-inflammatory,12,110
Q75M98507,Yourselfzepam,Antipyretic,12,75
G6V800559,Improvexone,Diuretic,12,500
U92F111305,Showvir,Vitamin,12,45
Q43R963664,Carestatin,Antidepressant,12,500
V29Z380501,Pmcillin,Analgesic,12,95
T25K937534,Ourstatin,Antibiotic,12,95
V62H778083,Rulein,Diuretic,12,350
P57P378156,Healthzepam,Anti-inflammatory,12,90
C82X423876,Tenin,Antidepressant,12,200
N36Y269833,Southernvir,Steroid,12,350
H13V310631,Lawyerxone,Antipyretic,12,80
I91Q633404,Footzepam,Respiratory,12,350
N87A414105,Memberin,Analgesic,12,300
A6U968723,Secondvir,Antihypertensive,12,450
E4M406599,Voicestatin,Anti-inflammatory,12,50
N9W993466,Mancillin,Diuretic,12,120
U19C991616,Questionvir,Vaccine,12,50
U47Z559802,Cellxone,Cardiovascular,12,350
A56P835253,Weightzepam,Antihypertensive,12,110
P96S592086,Anythingzepam,Antihistamine,12,350
Q90A124743,Fishcillin,Antiviral,12,300
Q55K171223,Rateol,Anticoagulant,12,150
E84E823648,Expectxone,Respiratory,12,65
M3I747278,Actionzepam,Antibiotic,12,60
H43L771365,Indicatevir,Antipsychotic,12,400
T59D607023,Itvir,Vaccine,12,120
V47T589431,Changestatin,Diuretic,12,650
C11F144335,Possiblexone,Diuretic,12,150
R88Q913180,Officialzepam,Vitamin,12,300
N47P940743,Purposeol,Immunosuppressant,12,65
W82F353988,Edgein,Respiratory,12,105
M97R301235,Thanstatin,Steroid,12,250
N95X135859,Jobcillin,Anti-inflammatory,12,85
Y53M698635,Mostin,Antibiotic,12,105
K24C699475,Suggestzepam,Immunosuppressant,12,200
C71P200527,Expertvir,Anti-inflammatory,12,80
S88Z914254,Challengevir,Steroid,12,350
N79T274591,Twoin,Immunosuppressant,12,450
W88E362244,Democratvir,Antihypertensive,12,95
V43D104175,Troublecillin,Vitamin,12,350
Y92J776972,Bitcillin,Antihypertensive,12,55
Y50T933856,Hiszepam,Antihistamine,12,95
U56U373202,Campaignin,Antipyretic,12,60
H93S765324,Impactstatin,Cardiovascular,12,550
O42W337159,Alsool,Diuretic,12,105
I40K828483,Differencevir,Cardiovascular,12,50
N81Q952557,Raisexone,Antihistamine,12,150
C63P721410,Agencycillin,Antihypertensive,12,115
C45C188538,Coldstatin,Steroid,12,70
M47D93977,Statecillin,Antibiotic,12,120
J95I825126,Recentlyzepam,Anticoagulant,12,650
L88N3175,Joinol,Antipyretic,12,450
U99L436348,Researchxone,Vaccine,12,650
W78N356151,Shouldstatin,Anti-inflammatory,12,110
O7P263738,Inol,Antifungal,12,250
J62D687926,Evenol,Antiviral,12,80
H84E860998,Careercillin,Steroid,12,80
T33C848999,Reflectcillin,Analgesic,12,200
R63N702763,Recordstatin,Anticonvulsant,12,500
R6P792504,Animalzepam,Steroid,12,105
B50U927404,Nearlyin,Cardiovascular,12,200
Z62A275718,Imagein,Antipsychotic,12,110
F71N841882,Socialcillin,Antifungal,12,110
O48L600389,Agreementvir,Antibiotic,12,150
S45T967785,Seemvir,Steroid,12,550
B73C301805,Sovir,Anti-inflammatory,12,60
V6H617377,Byol,Analgesic,12,550
T76M430247,Tendol,Immunosuppressant,12,120
J84Y828860,Workin,Immunosuppressant,12,400
C18P562840,Fiveol,Anticonvulsant,12,650
H61Q164644,Shakevir,Antifungal,12,150
Y18C80298,Describezepam,Anti-inflammatory,12,350
D55R157670,Facezepam,Anticoagulant,12,600
Y69U774667,Warcillin,Antifungal,12,150
V98I961784,Rightvir,Immunosuppressant,12,600
Z41P948456,Readxone,Antihypertensive,12,450
C20W887797,Canstatin,Vaccine,12,65
R8Z483993,Kidol,Steroid,12,450
L56H772774,Althoughvir,Steroid,12,60
V91U83319,Studentvir,Diuretic,12,75
L65N972347,Wearxone,Antihistamine,12,650
K47P434811,Thinkvir,Antidepressant,12,300
C75Z625832,Usin,Antihypertensive,12,115
O20L249895,Losexone,Analgesic,12,120
V14U217284,Situationcillin,Antihypertensive,12,120
H77V975357,Theirzepam,MuscleRelaxant,12,150
V58K355056,Thisol,Steroid,12,300
F18L649280,Manin,Diuretic,12,300
U41V664811,Stopvir,Diuretic,12,550
M21D448956,Interestingstatin,Antihypertensive,12,300
H43T701922,Humancillin,Analgesic,12,80
Y60M455237,Allowstatin,Antipsychotic,12,60
O36X933413,Stillin,Steroid,12,600
P5A109084,Anyonecillin,Antihypertensive,12,95
D45Q361444,Althoughstatin,Anti-inflammatory,12,600
J11P735898,Manxone,Steroid,12,150
J68L606133,Alonein,Anti-inflammatory,12,200
U11S626996,Forwardxone,Antifungal,12,55
K70B954515,Aheadin,Anticoagulant,12,500
Z66Q480126,Accordingol,Immunosuppressant,12,650
Q77F437230,Processxone,Analgesic,12,80
H87U22776,Budgetstatin,Anticoagulant,12,100
C0G196713,Armin,Analgesic,12,500
F71A978215,Considerxone,Antifungal,12,300
X29L103165,Onein,Antifungal,12,150
S22R798870,Whichcillin,Anti-inflammatory,12,120
X40D252922,Bringstatin,Antipyretic,12,400
T8M883942,Whiteol,Steroid,12,110
I73U271766,Methodin,Anti-inflammatory,12,200
L48E708211,Hairxone,Anti-inflammatory,12,65
O72S691930,Becauseol,Antipsychotic,12,60
G40M870140,Shortvir,Antifungal,12,250
F3T968260,Officevir,Vitamin,12,600
Y12U558391,Dropxone,Antiviral,12,300
B63F497246,Figurexone,Respiratory,12,500
F41D610192,Payol,Antipyretic,12,110
Z16J345394,Wrongstatin,Antipyretic,12,90
P48N508338,Truein,Antidepressant,12,105
X93T528235,Orderstatin,Cardiovascular,12,65
Z78R927658,Deepol,Diuretic,12,115
Y32F120310,Daughterstatin,Antibiotic,12,550
K0B714019,Lowol,Antidepressant,12,150
X54H332459,Ratexone,Anticoagulant,12,140
S14Z910875,Thoughtzepam,MuscleRelaxant,12,150
T83T834777,Reallyol,Antipyretic,12,65
G88J706859,Turnstatin,Antipyretic,12,600
D36E141024,Politicsstatin,Antifungal,12,100
H26S662138,Canin,Antiviral,12,450
P76O196583,Classstatin,Antipsychotic,12,650
Y43T894403,Threatxone,Steroid,12,110
Q97U945550,Modernin,Antiviral,12,75
Y61Z226694,Windin,Antifungal,12,500
T21W343895,Controlcillin,Antihistamine,12,100
H18M565079,Centuryxone,Antipyretic,12,300
B51Z463862,Centurystatin,Diuretic,12,300
E74X356775,Environmentalin,MuscleRelaxant,12,600
C2K615235,Offin,MuscleRelaxant,12,75
X16L909768,Boyin,Diuretic,12,95
J39R299645,Testin,Respiratory,12,300
T72E565993,Conditionxone,Cardiovascular,12,55
Q22Z761099,Friendin,Antihypertensive,12,400
R78A695802,Peacezepam,Vaccine,12,450
Q17K640352,Finalin,Vaccine,12,300
G57W246533,Parentstatin,Diuretic,12,65
D2D109126,Realizevir,Antifungal,12,150
I56T282184,Howeverxone,MuscleRelaxant,12,75
A2T779685,Createxone,Antihypertensive,12,50
O45P355817,Threezepam,Antibiotic,12,500
V8Y719363,Ordervir,Antidepressant,12,450
G87R667585,Ixone,Analgesic,12,130
H91M354171,Manycillin,Antifungal,12,100
Q29Y850358,Riskin,Anticoagulant,12,300
Q61U219180,Naturein,Anti-inflammatory,12,120
Q99T516775,Authorvir,Vitamin,12,120
I72J247975,Groundxone,Antipsychotic,12,550
G62J559183,Performancein,Antiviral,12,70
F50O633902,Officialol,Steroid,12,150
Y12I734630,Yardol,Antidepressant,12,60
H34K399096,Girlol,Antihistamine,12,200
Q19K370308,Addressvir,MuscleRelaxant,12,85
D50P961896,Aroundstatin,Diuretic,12,600
Y16L369300,Usuallyin,Antipyretic,12,500
P2C16523,Friendin,Diuretic,12,500
H71B251882,Agreementvir,Steroid,12,55
F87R162131,Everyvir,Antidepressant,12,65
D13X458583,Hotelzepam,Anti-inflammatory,12,300
Y53S239060,Practicevir,Immunosuppressant,12,130
N49O142061,Likevir,Analgesic,12,100
D81Y962143,Machinestatin,Antihistamine,12,650
M8S252015,Singlecillin,Vitamin,12,650
O95R531291,Girlvir,Anti-inflammatory,12,90
J58X968980,Freein,Immunosuppressant,12,600
W51O271591,Glassin,Antiviral,12,550
G52M433368,Thirdol,Anticonvulsant,12,120
Q1X888449,Pushin,Anti-inflammatory,12,80
P22R998298,Carecillin,Antibiotic,12,50
X6D407068,Orcillin,Respiratory,12,300
O40P493113,Artistxone,Antibiotic,12,60
G97F67295,Modelin,Respiratory,12,110
H6P54779,Upstatin,Antidepressant,12,150
V55U188793,Executivexone,Analgesic,12,200
F64E858819,Preventvir,Vaccine,12,80
N3P694659,Southernvir,Antihypertensive,12,250
Q45M160277,Formercillin,Vaccine,12,115
U2L575831,Soonzepam,Antibiotic,12,105
R29E781762,Ideaol,Cardiovascular,12,75
G71J917305,Eveningin,Antifungal,12,400
F52K813701,Everythingol,Antipsychotic,12,105
W77D416816,Leaveol,Antifungal,12,250
N9E951005,Northstatin,Cardiovascular,12,450
E21N972519,Showcillin,Anti-inflammatory,12,250
B82R336903,Headstatin,Anti-inflammatory,12,350
B46Y399007,Increasexone,Antipsychotic,12,150
Y64I221173,Tonightxone,Antibiotic,12,650
V0L983839,Activitycillin,Immunosuppressant,12,650
I73N835686,Authorin,Vitamin,12,300
K74H864640,Roadvir,Anticoagulant,12,450
G26X724931,Windowcillin,Vaccine,12,80
L44R523758,Centralvir,Antifungal,12,300
H98G705225,Sitin,Antiviral,12,450
V49F555328,Dreamol,Antipyretic,12,55
R47X785473,Continuecillin,Antipsychotic,12,80
G86J603811,Sostatin,Vaccine,12,400
G68S641996,Sharein,Respiratory,12,300
G73E275799,Laughxone,Antidepressant,12,650
I47M940497,Windowzepam,Antihistamine,12,75
F55G123918,Positivexone,Analgesic,12,600
S14Y989271,Winol,Antibiotic,12,115
I39G966786,Accountin,Antidepressant,12,400
X44T632445,Fineol,Respiratory,12,450
L89A985531,Dozepam,Antihypertensive,12,450
C24R219468,Statementin,Steroid,12,350
S40T920517,Treatcillin,Antihypertensive,12,450
T61Y595860,Linein,Respiratory,12,105
S46Y352338,Northzepam,Cardiovascular,12,450
E13A366429,Modernstatin,Antifungal,12,105
G1N621243,Everyin,Anti-inflammatory,12,250
E33T494562,Brothervir,Immunosuppressant,12,600
Z23Z948314,Largestatin,Diuretic,12,125
G31M748505,Mayvir,Vaccine,12,250
Q4R571909,Girlcillin,Antibiotic,12,65
E64K257024,Longvir,Anticonvulsant,12,200
B37N258196,Radiovir,Antihypertensive,12,85
W27Y134537,Waycillin,Immunosuppressant,12,115
H18G161733,Sizein,Vitamin,12,120
G53M374535,Leftxone,Anti-inflammatory,12,200
A19R398724,Riskvir,MuscleRelaxant,12,90
K98H630846,Fearin,Immunosuppressant,12,300
U59U305301,Cityvir,Vaccine,12,500
V73C604426,Provexone,Anticonvulsant,12,400
M51F820534,Alongzepam,Steroid,12,650
A27G349472,Husbandzepam,Anticonvulsant,12,300
A27R310407,Havecillin,Antipyretic,12,350
R67Z176297,Forcillin,Vitamin,12,300
